date;song;artist;idk;link
June 12, 2024 at 02:54PM;Red Wine Supernova;Chappell Roan;7FOgcfdz9Nx5V9lCNXdBYv;https://open.spotify.com/track/7FOgcfdz9Nx5V9lCNXdBYv
June 12, 2024 at 03:00PM;All We Ever Do Is Talk;Del Water Gap;0UqKPaKqC3tWU4o8BB7owl;https://open.spotify.com/track/0UqKPaKqC3tWU4o8BB7owl
June 12, 2024 at 03:04PM;Ode to a Conversation Stuck in Your Throat;Del Water Gap;51Lf3l6wx008NdBxCQnD6B;https://open.spotify.com/track/51Lf3l6wx008NdBxCQnD6B
June 12, 2024 at 03:06PM;Pretty Girls;Reneé Rapp;1dh5DUke1yHJzIF3Sa7nXC;https://open.spotify.com/track/1dh5DUke1yHJzIF3Sa7nXC
June 12, 2024 at 03:09PM;HOT TO GO!;Chappell Roan;4xdBrk0nFZaP54vvZj0yx7;https://open.spotify.com/track/4xdBrk0nFZaP54vvZj0yx7
June 12, 2024 at 03:13PM;August;flipturn;0elCmyfISzkP5tAYTVuYjS;https://open.spotify.com/track/0elCmyfISzkP5tAYTVuYjS
June 12, 2024 at 03:24PM;More Than This;Roxy Music;6N7gPTru90HYLRUIVDQ185;https://open.spotify.com/track/6N7gPTru90HYLRUIVDQ185
June 12, 2024 at 03:29PM;The Space Between;Roxy Music;45UhvXm5P2bXBJfmG4h0yW;https://open.spotify.com/track/45UhvXm5P2bXBJfmG4h0yW
June 12, 2024 at 03:33PM;Avalon;Roxy Music;7iWIdiJlKvJ4PjFYVrWLUU;https://open.spotify.com/track/7iWIdiJlKvJ4PjFYVrWLUU
June 12, 2024 at 03:35PM;India;Roxy Music;2mFQ1UwlVpbzHSDv0qnioP;https://open.spotify.com/track/2mFQ1UwlVpbzHSDv0qnioP
June 12, 2024 at 03:38PM;While My Heart Is Still Beating;Roxy Music;1fcz0bjCaoAo4APleIRTut;https://open.spotify.com/track/1fcz0bjCaoAo4APleIRTut
June 12, 2024 at 03:42PM;The Main Thing;Roxy Music;0jVedBb3lT4SYV77zrDdeQ;https://open.spotify.com/track/0jVedBb3lT4SYV77zrDdeQ
June 12, 2024 at 03:47PM;Take A Chance With Me;Roxy Music;1i7udkWd7YzALjdYQnzqvM;https://open.spotify.com/track/1i7udkWd7YzALjdYQnzqvM
June 12, 2024 at 03:51PM;To Turn You On;Roxy Music;0y74BqFLkaMbhZtywFJ1I4;https://open.spotify.com/track/0y74BqFLkaMbhZtywFJ1I4
June 12, 2024 at 03:55PM;True To Life;Roxy Music;78xp7CjJ3Uqxa44QAMdBWJ;https://open.spotify.com/track/78xp7CjJ3Uqxa44QAMdBWJ
June 12, 2024 at 03:57PM;Tara;Roxy Music;5oMNDwCx1Lr9BSL4WkkazM;https://open.spotify.com/track/5oMNDwCx1Lr9BSL4WkkazM
June 12, 2024 at 04:03PM;More Than This;Roxy Music;6N7gPTru90HYLRUIVDQ185;https://open.spotify.com/track/6N7gPTru90HYLRUIVDQ185
June 12, 2024 at 04:07PM;The Space Between;Roxy Music;45UhvXm5P2bXBJfmG4h0yW;https://open.spotify.com/track/45UhvXm5P2bXBJfmG4h0yW
June 12, 2024 at 04:11PM;Avalon;Roxy Music;7iWIdiJlKvJ4PjFYVrWLUU;https://open.spotify.com/track/7iWIdiJlKvJ4PjFYVrWLUU
June 12, 2024 at 04:13PM;India;Roxy Music;2mFQ1UwlVpbzHSDv0qnioP;https://open.spotify.com/track/2mFQ1UwlVpbzHSDv0qnioP
June 12, 2024 at 04:17PM;While My Heart Is Still Beating;Roxy Music;1fcz0bjCaoAo4APleIRTut;https://open.spotify.com/track/1fcz0bjCaoAo4APleIRTut
June 12, 2024 at 04:21PM;The Main Thing;Roxy Music;0jVedBb3lT4SYV77zrDdeQ;https://open.spotify.com/track/0jVedBb3lT4SYV77zrDdeQ
June 12, 2024 at 04:25PM;Take A Chance With Me;Roxy Music;1i7udkWd7YzALjdYQnzqvM;https://open.spotify.com/track/1i7udkWd7YzALjdYQnzqvM
June 12, 2024 at 04:30PM;To Turn You On;Roxy Music;0y74BqFLkaMbhZtywFJ1I4;https://open.spotify.com/track/0y74BqFLkaMbhZtywFJ1I4
June 12, 2024 at 04:34PM;True To Life;Roxy Music;78xp7CjJ3Uqxa44QAMdBWJ;https://open.spotify.com/track/78xp7CjJ3Uqxa44QAMdBWJ
June 12, 2024 at 04:36PM;Tara;Roxy Music;5oMNDwCx1Lr9BSL4WkkazM;https://open.spotify.com/track/5oMNDwCx1Lr9BSL4WkkazM
June 12, 2024 at 04:38PM;Tara;Roxy Music;5oMNDwCx1Lr9BSL4WkkazM;https://open.spotify.com/track/5oMNDwCx1Lr9BSL4WkkazM
June 12, 2024 at 04:42PM;Everyday I Write The Book;Elvis Costello & The Attractions;1P9523tBg56NRc78lX2i4l;https://open.spotify.com/track/1P9523tBg56NRc78lX2i4l
June 12, 2024 at 04:44PM;Blue Cafe;The Style Council;7Km9e2Lu5ZYg4Zr95CL9tR;https://open.spotify.com/track/7Km9e2Lu5ZYg4Zr95CL9tR
June 12, 2024 at 04:45PM;Boyhood;The Japanese House;6HBNGrp119jJwbklsGOuUh;https://open.spotify.com/track/6HBNGrp119jJwbklsGOuUh
June 12, 2024 at 06:06PM;Never Need Me;Rachel Chinouriri;2gWY1fvwvKPQFFoahY4p3v;https://open.spotify.com/track/2gWY1fvwvKPQFFoahY4p3v
June 12, 2024 at 06:12PM;Femininomenon;Chappell Roan;53IRnAWx13PYmoVYtemUBS;https://open.spotify.com/track/53IRnAWx13PYmoVYtemUBS
June 12, 2024 at 06:16PM;Naked In Manhattan;Chappell Roan;4LKYOetuIF5c9XjeLBL9av;https://open.spotify.com/track/4LKYOetuIF5c9XjeLBL9av
June 12, 2024 at 06:19PM;Oysters In My Pocket;Royel Otis;2B664ulJSVBd6B8SAY3Wux;https://open.spotify.com/track/2B664ulJSVBd6B8SAY3Wux
June 12, 2024 at 06:22PM;OMG;Suki Waterhouse;64pGB9FHgZsu60aNC3mK9s;https://open.spotify.com/track/64pGB9FHgZsu60aNC3mK9s
June 12, 2024 at 05:53PM;More Than This;Roxy Music;6N7gPTru90HYLRUIVDQ185;https://open.spotify.com/track/6N7gPTru90HYLRUIVDQ185
June 12, 2024 at 07:17PM;SKINNY;Billie Eilish;1CsMKhwEmNnmvHUuO5nryA;https://open.spotify.com/track/1CsMKhwEmNnmvHUuO5nryA
June 12, 2024 at 07:20PM;LUNCH;Billie Eilish;629DixmZGHc7ILtEntuiWE;https://open.spotify.com/track/629DixmZGHc7ILtEntuiWE
June 12, 2024 at 07:25PM;CHIHIRO;Billie Eilish;7BRD7x5pt8Lqa1eGYC4dzj;https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj
June 12, 2024 at 07:28PM;BIRDS OF A FEATHER;Billie Eilish;6dOtVTDdiauQNBQEDOtlAB;https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB
June 12, 2024 at 07:28PM;BIRDS OF A FEATHER;Billie Eilish;6dOtVTDdiauQNBQEDOtlAB;https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB
June 12, 2024 at 07:33PM;WILDFLOWER;Billie Eilish;3QaPy1KgI7nu9FJEQUgn6h;https://open.spotify.com/track/3QaPy1KgI7nu9FJEQUgn6h
June 12, 2024 at 07:38PM;THE GREATEST;Billie Eilish;6TGd66r0nlPaYm3KIoI7ET;https://open.spotify.com/track/6TGd66r0nlPaYm3KIoI7ET
June 12, 2024 at 07:43PM;L’AMOUR DE MA VIE;Billie Eilish;6fPan2saHdFaIHuTSatORv;https://open.spotify.com/track/6fPan2saHdFaIHuTSatORv
June 12, 2024 at 07:46PM;THE DINER;Billie Eilish;1LLUoftvmTjVNBHZoQyveF;https://open.spotify.com/track/1LLUoftvmTjVNBHZoQyveF
June 12, 2024 at 07:51PM;BITTERSUITE;Billie Eilish;7DpUoxGSdlDHfqCYj0otzU;https://open.spotify.com/track/7DpUoxGSdlDHfqCYj0otzU
June 12, 2024 at 07:57PM;BLUE;Billie Eilish;2prqm9sPLj10B4Wg0wE5x9;https://open.spotify.com/track/2prqm9sPLj10B4Wg0wE5x9
June 12, 2024 at 08:03PM;BLUE;Billie Eilish;2prqm9sPLj10B4Wg0wE5x9;https://open.spotify.com/track/2prqm9sPLj10B4Wg0wE5x9
June 12, 2024 at 08:08PM;CHIHIRO;Billie Eilish;7BRD7x5pt8Lqa1eGYC4dzj;https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj
June 12, 2024 at 08:15PM;Smalltown Boy;Bronski Beat;5vmRQ3zELMLUQPo2FLQ76x;https://open.spotify.com/track/5vmRQ3zELMLUQPo2FLQ76x
June 12, 2024 at 08:18PM;Cop Killer;John Maus;6MElv8Nj9yxhrJh1ssCCDd;https://open.spotify.com/track/6MElv8Nj9yxhrJh1ssCCDd
June 12, 2024 at 08:21PM;The Combine;John Maus;6JyGk2O6Mb1dNG474bJf77;https://open.spotify.com/track/6JyGk2O6Mb1dNG474bJf77
June 12, 2024 at 08:24PM;Just Wait Til Next Year;John Maus;7uTG1u7UjDRZe0wEcDR2Xj;https://open.spotify.com/track/7uTG1u7UjDRZe0wEcDR2Xj
June 12, 2024 at 08:28PM;In The Afternoon;MGMT;3d9aUOk1b0muVMSt8eXeiV;https://open.spotify.com/track/3d9aUOk1b0muVMSt8eXeiV
June 12, 2024 at 08:31PM;Lipstick;Ariel Pink;4AblNv2IZzFJnnifSzb9v5;https://open.spotify.com/track/4AblNv2IZzFJnnifSzb9v5
June 12, 2024 at 08:35PM;Midnight City;M83;1eyzqe2QqGZUmfcPZtrIyt;https://open.spotify.com/track/1eyzqe2QqGZUmfcPZtrIyt
June 12, 2024 at 08:40PM;One More Time;Daft Punk;0DiWol3AO6WpXZgp0goxAV;https://open.spotify.com/track/0DiWol3AO6WpXZgp0goxAV
June 12, 2024 at 08:44PM;The Mother We Share;CHVRCHES;2FV7Exjr70J652JcGucCtE;https://open.spotify.com/track/2FV7Exjr70J652JcGucCtE
June 12, 2024 at 08:47PM;Char;Crystal Castles;2mHngbc9wHeVuJr59VCV2h;https://open.spotify.com/track/2mHngbc9wHeVuJr59VCV2h
June 12, 2024 at 08:51PM;Outer Space;John Maus;3ZmQ6V3YR9aWnFFe1wJeHa;https://open.spotify.com/track/3ZmQ6V3YR9aWnFFe1wJeHa
June 12, 2024 at 08:55PM;Don't Call;Desire;3S2wXBlDiJKScSGhputkt1;https://open.spotify.com/track/3S2wXBlDiJKScSGhputkt1
June 12, 2024 at 09:00PM;Cherry;Chromatics;4sRmzVSedvFkENbSJ342Ex;https://open.spotify.com/track/4sRmzVSedvFkENbSJ342Ex
June 12, 2024 at 09:04PM;Hey Moon;John Maus;0MpsyFvt1KaxNYBYw2aanq;https://open.spotify.com/track/0MpsyFvt1KaxNYBYw2aanq
June 12, 2024 at 09:09PM;Me and Michael;MGMT;0t4z0WaQomQqPONghWn8c2;https://open.spotify.com/track/0t4z0WaQomQqPONghWn8c2
June 12, 2024 at 09:12PM;Ice Cream;New Young Pony Club;02ISLTUYF5GUjKrL7zvRb9;https://open.spotify.com/track/02ISLTUYF5GUjKrL7zvRb9
June 12, 2024 at 09:17PM;Odessa;Caribou;3D1P3oPecqAQy2u33gAhsM;https://open.spotify.com/track/3D1P3oPecqAQy2u33gAhsM
June 12, 2024 at 09:22PM;Golden Light;STRFKR;1rPYEWQfIRo5A4fvLgFbBe;https://open.spotify.com/track/1rPYEWQfIRo5A4fvLgFbBe
June 12, 2024 at 09:26PM;Alala;CSS;5QwcaUESJ4qwogr8kCuFoG;https://open.spotify.com/track/5QwcaUESJ4qwogr8kCuFoG
June 12, 2024 at 09:31PM;Tear You Apart;She Wants Revenge;3urJUvRhgMrwydaTQFVEg9;https://open.spotify.com/track/3urJUvRhgMrwydaTQFVEg9
June 12, 2024 at 09:35PM;Perpetuum Mobile;Penguin Cafe Orchestra;1MIwRUsj23h7cYn6mNiqHw;https://open.spotify.com/track/1MIwRUsj23h7cYn6mNiqHw
June 12, 2024 at 09:39PM;Music For A Found Harmonium - 2008 Digital Remaster;Penguin Cafe Orchestra;4Nf4pScvTosqe9xz0FCBui;https://open.spotify.com/track/4Nf4pScvTosqe9xz0FCBui
June 12, 2024 at 09:43PM;The Ecstasy Of Dancing Fleas - Remastered 2008;Penguin Cafe Orchestra;0SrJKLmxC624x3r9j2O374;https://open.spotify.com/track/0SrJKLmxC624x3r9j2O374
June 12, 2024 at 09:49PM;The Ecstasy Of Dancing Fleas - Remastered 2008;Penguin Cafe Orchestra;0SrJKLmxC624x3r9j2O374;https://open.spotify.com/track/0SrJKLmxC624x3r9j2O374
June 12, 2024 at 09:49PM;Air À Danser - Remastered 2008;Penguin Cafe Orchestra;0IrlxNMQc5NzlR1cQgXhwZ;https://open.spotify.com/track/0IrlxNMQc5NzlR1cQgXhwZ
June 13, 2024 at 01:03PM;Odds and Ends;Bob Dylan;4Oi0aCr7R0gN6WJSKtdANr;https://open.spotify.com/track/4Oi0aCr7R0gN6WJSKtdANr
June 13, 2024 at 01:03PM;Orange Juice Blues;Bob Dylan;0NCVTPhS9FmQQwHUmuJNUm;https://open.spotify.com/track/0NCVTPhS9FmQQwHUmuJNUm
June 13, 2024 at 01:07PM;Orange Juice Blues;Bob Dylan;0NCVTPhS9FmQQwHUmuJNUm;https://open.spotify.com/track/0NCVTPhS9FmQQwHUmuJNUm
June 13, 2024 at 01:09PM;Million Dollar Bash;Bob Dylan;2otxmLJLxYQPVq0FYIUd34;https://open.spotify.com/track/2otxmLJLxYQPVq0FYIUd34
June 13, 2024 at 01:13PM;Yazoo Street Scandal;Bob Dylan;6ZHAkQveP83pugpI3R3BQr;https://open.spotify.com/track/6ZHAkQveP83pugpI3R3BQr
June 13, 2024 at 01:18PM;Goin' to Acapulco;Bob Dylan;3S3c2DmBhih5bOWciUPwLt;https://open.spotify.com/track/3S3c2DmBhih5bOWciUPwLt
June 13, 2024 at 01:21PM;Katie's Been Gone;Bob Dylan;2OiysLw55VVjAYj1tC2TMF;https://open.spotify.com/track/2OiysLw55VVjAYj1tC2TMF
June 13, 2024 at 01:24PM;Lo and Behold!;Bob Dylan;24RKOkbDctnfC7EtZmyJKA;https://open.spotify.com/track/24RKOkbDctnfC7EtZmyJKA
June 13, 2024 at 01:28PM;Bessie Smith;Bob Dylan;1BythdpR6CAZNT8ltjv6IT;https://open.spotify.com/track/1BythdpR6CAZNT8ltjv6IT
June 13, 2024 at 01:31PM;Clothes Line Saga;Bob Dylan;0R9p7lLUdB5N39OU9NCTu4;https://open.spotify.com/track/0R9p7lLUdB5N39OU9NCTu4
June 13, 2024 at 01:34PM;Apple Suckling Tree;Bob Dylan;3kzUgsSqGf1TlGcfC8ZkeO;https://open.spotify.com/track/3kzUgsSqGf1TlGcfC8ZkeO
June 13, 2024 at 01:36PM;Please, Mrs. Henry;Bob Dylan;1CufFgKGnEUcqH2tZxnRUl;https://open.spotify.com/track/1CufFgKGnEUcqH2tZxnRUl
June 13, 2024 at 01:41PM;Tears of Rage;Bob Dylan;3tPkWQ0Ed6vHbYdbPP7HLJ;https://open.spotify.com/track/3tPkWQ0Ed6vHbYdbPP7HLJ
June 13, 2024 at 01:44PM;Too Much of Nothing;Bob Dylan;14em4cJeTWNLfmvh9BuEVW;https://open.spotify.com/track/14em4cJeTWNLfmvh9BuEVW
June 13, 2024 at 01:46PM;Yea! Heavy And A Bottle Of Bread;Bob Dylan;4daGDsq2Gv4qeGR3uYpQoy;https://open.spotify.com/track/4daGDsq2Gv4qeGR3uYpQoy
June 13, 2024 at 01:50PM;Ain't No More Cane;Bob Dylan;6jVRVVop35OiLnMQt1oof1;https://open.spotify.com/track/6jVRVVop35OiLnMQt1oof1
June 13, 2024 at 01:52PM;Crash on the Levee;Bob Dylan;2dYam0boaX8XGNzwVqHxW0;https://open.spotify.com/track/2dYam0boaX8XGNzwVqHxW0
June 13, 2024 at 01:55PM;Ruben Remus;Bob Dylan;3fT1TDk7OKsk02zb50TT0O;https://open.spotify.com/track/3fT1TDk7OKsk02zb50TT0O
June 13, 2024 at 01:58PM;Tiny Montgomery;Bob Dylan;3S4uVMF2KcxAVubsq5J0WD;https://open.spotify.com/track/3S4uVMF2KcxAVubsq5J0WD
June 13, 2024 at 02:01PM;You Ain't Goin' Nowhere;Bob Dylan;5WeQHNrOlxBv9NZTrz6xgE;https://open.spotify.com/track/5WeQHNrOlxBv9NZTrz6xgE
June 13, 2024 at 02:04PM;Don't Ya Tell Henry;Bob Dylan;7c5tRyNXCM77xYfBJGg3B6;https://open.spotify.com/track/7c5tRyNXCM77xYfBJGg3B6
June 13, 2024 at 02:08PM;Nothing Was Delivered;Bob Dylan;0k2tkSYmg3ueCemL7vqfCn;https://open.spotify.com/track/0k2tkSYmg3ueCemL7vqfCn
June 13, 2024 at 02:11PM;Open the Door, Homer;Bob Dylan;5jpEdHQL8kGxROtZkj4KXM;https://open.spotify.com/track/5jpEdHQL8kGxROtZkj4KXM
June 13, 2024 at 02:15PM;Long Distance Operator;Bob Dylan;6iEVANirIu9Map5EvPDPgg;https://open.spotify.com/track/6iEVANirIu9Map5EvPDPgg
June 13, 2024 at 02:19PM;This Wheel's On Fire;Bob Dylan;40L7ioTIvnDH42ugHaip7L;https://open.spotify.com/track/40L7ioTIvnDH42ugHaip7L
June 13, 2024 at 02:22PM;John Wesley Harding;Bob Dylan;0wfBooQ6QtDm63UIyIcDIj;https://open.spotify.com/track/0wfBooQ6QtDm63UIyIcDIj
June 13, 2024 at 02:24PM;I Don't Know That You Don't Know My Name - 2017 Remaster;Ten Years After;5b4g1UrA4vQuZaJIcivmmu;https://open.spotify.com/track/5b4g1UrA4vQuZaJIcivmmu
June 13, 2024 at 02:26PM;Little Martha;Allman Brothers Band;2WPLFvAldG0GG6Ad3Xa0TO;https://open.spotify.com/track/2WPLFvAldG0GG6Ad3Xa0TO
June 13, 2024 at 02:28PM;Let's Do Our Thing Together;Chuck Berry;7cTrN7Jpg3RduYiH1HwQb8;https://open.spotify.com/track/7cTrN7Jpg3RduYiH1HwQb8
June 13, 2024 at 02:34PM;Wah-Wah (2014 Remaster);George Harrison;57cZFx3KlHmx0CNNYbWO8u;https://open.spotify.com/track/57cZFx3KlHmx0CNNYbWO8u
June 13, 2024 at 02:36PM;Crazy Mama;J.J. Cale;7FgjfoVQ6Wn1Nm53N5Upn8;https://open.spotify.com/track/7FgjfoVQ6Wn1Nm53N5Upn8
June 13, 2024 at 02:39PM;As I Went out One Morning;Bob Dylan;2040FzW1ywVMnNJAMPoXZn;https://open.spotify.com/track/2040FzW1ywVMnNJAMPoXZn
June 13, 2024 at 02:42PM;Odds and Ends;Bob Dylan;4Oi0aCr7R0gN6WJSKtdANr;https://open.spotify.com/track/4Oi0aCr7R0gN6WJSKtdANr
June 13, 2024 at 02:46PM;Orange Juice Blues;Bob Dylan;0NCVTPhS9FmQQwHUmuJNUm;https://open.spotify.com/track/0NCVTPhS9FmQQwHUmuJNUm
June 13, 2024 at 02:49PM;Million Dollar Bash;Bob Dylan;2otxmLJLxYQPVq0FYIUd34;https://open.spotify.com/track/2otxmLJLxYQPVq0FYIUd34
June 13, 2024 at 02:56PM;drivers license;Olivia Rodrigo;5wANPM4fQCJwkGd4rN57mH;https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
June 13, 2024 at 02:50PM;Yazoo Street Scandal;Bob Dylan;6ZHAkQveP83pugpI3R3BQr;https://open.spotify.com/track/6ZHAkQveP83pugpI3R3BQr
June 13, 2024 at 03:02PM;CHIHIRO;Billie Eilish;7BRD7x5pt8Lqa1eGYC4dzj;https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj
June 13, 2024 at 03:05PM;Red Wine Supernova;Chappell Roan;7FOgcfdz9Nx5V9lCNXdBYv;https://open.spotify.com/track/7FOgcfdz9Nx5V9lCNXdBYv
June 13, 2024 at 03:08PM;Calling After Me;Wallows;6YVajR33kCWLhWpMVD8AGD;https://open.spotify.com/track/6YVajR33kCWLhWpMVD8AGD
June 13, 2024 at 03:11PM;Super Graphic Ultra Modern Girl;Chappell Roan;1rNSCrsOoWyhKH4g47mehU;https://open.spotify.com/track/1rNSCrsOoWyhKH4g47mehU
June 13, 2024 at 03:18PM;Zombie;The Cranberries;7EZC6E7UjZe63f1jRmkWxt;https://open.spotify.com/track/7EZC6E7UjZe63f1jRmkWxt
June 13, 2024 at 03:23PM;Linger;The Cranberries;0gEyKnHvgkrkBM6fbeHdwK;https://open.spotify.com/track/0gEyKnHvgkrkBM6fbeHdwK
June 13, 2024 at 03:26PM;Uptown Girl;Billy Joel;5zA8vzDGqPl2AzZkEYQGKh;https://open.spotify.com/track/5zA8vzDGqPl2AzZkEYQGKh
June 13, 2024 at 03:30PM;Today;The Smashing Pumpkins;1XPta4VLT78HQnVFd1hlsK;https://open.spotify.com/track/1XPta4VLT78HQnVFd1hlsK
June 13, 2024 at 03:35PM;Dreams;The Cranberries;4JGKZS7h4Qa16gOU3oNETV;https://open.spotify.com/track/4JGKZS7h4Qa16gOU3oNETV
June 13, 2024 at 03:37PM;About A Girl;Nirvana;2SHTKB8YYlawTGIuJ2b2ok;https://open.spotify.com/track/2SHTKB8YYlawTGIuJ2b2ok
June 13, 2024 at 03:40PM;You're Gonna Go Far, Kid;The Offspring;6TfBA04WJ3X1d1wXhaCFVT;https://open.spotify.com/track/6TfBA04WJ3X1d1wXhaCFVT
June 13, 2024 at 03:44PM;Torn;Natalie Imbruglia;1Jaah2tmN9Hv81A87KZ1MU;https://open.spotify.com/track/1Jaah2tmN9Hv81A87KZ1MU
June 13, 2024 at 03:49PM;Bullet With Butterfly Wings - Remastered 2012;The Smashing Pumpkins;6GtX0jaNL8IjVQfrDBx81z;https://open.spotify.com/track/6GtX0jaNL8IjVQfrDBx81z
June 13, 2024 at 03:53PM;Maneater;Daryl Hall & John Oates;7j74lucZ59vqN67Ipe2ZcY;https://open.spotify.com/track/7j74lucZ59vqN67Ipe2ZcY
June 13, 2024 at 03:56PM;Here Comes The Sun - Remastered 2009;The Beatles;6dGnYIeXmHdcikdzNNDMm2;https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2
June 13, 2024 at 03:59PM;There She Goes;Sixpence None The Richer;43z6scIZU2QcEieMQFAJRG;https://open.spotify.com/track/43z6scIZU2QcEieMQFAJRG
June 13, 2024 at 04:04PM;Don't Speak;No Doubt;6urCAbunOQI4bLhmGpX7iS;https://open.spotify.com/track/6urCAbunOQI4bLhmGpX7iS
June 13, 2024 at 04:07PM;Your Love;The Outfield;0WoFs3EdGOx58yX5BtXvOa;https://open.spotify.com/track/0WoFs3EdGOx58yX5BtXvOa
June 13, 2024 at 04:11PM;Tonight, Tonight - Remastered 2012;The Smashing Pumpkins;7bu0znpSbTks0O6I98ij0W;https://open.spotify.com/track/7bu0znpSbTks0O6I98ij0W
June 13, 2024 at 04:15PM;Scar Tissue;Red Hot Chili Peppers;1G391cbiT3v3Cywg8T7DM1;https://open.spotify.com/track/1G391cbiT3v3Cywg8T7DM1
June 13, 2024 at 04:19PM;Enjoy the Silence;Depeche Mode;0yp3TvJNlG50Q4tAHWNCRm;https://open.spotify.com/track/0yp3TvJNlG50Q4tAHWNCRm
June 13, 2024 at 04:23PM;Girls Just Want to Have Fun;Cyndi Lauper;4y1LsJpmMti1PfRQV9AWWe;https://open.spotify.com/track/4y1LsJpmMti1PfRQV9AWWe
June 13, 2024 at 04:27PM;Roxanne;The Police;3EYOJ48Et32uATr9ZmLnAo;https://open.spotify.com/track/3EYOJ48Et32uATr9ZmLnAo
June 13, 2024 at 04:30PM;Lovefool;The Cardigans;7aQjPecQdIuNd1sz3KCDhD;https://open.spotify.com/track/7aQjPecQdIuNd1sz3KCDhD
June 13, 2024 at 04:33PM;Island In The Sun;Weezer;2MLHyLy5z5l5YRp7momlgw;https://open.spotify.com/track/2MLHyLy5z5l5YRp7momlgw
June 13, 2024 at 04:38PM;Come Together - Remastered 2009;The Beatles;2EqlS6tkEnglzr7tkKAAYD;https://open.spotify.com/track/2EqlS6tkEnglzr7tkKAAYD
June 13, 2024 at 04:41PM;Disarm - 2011 Remaster;The Smashing Pumpkins;6YIggUJW3ttAAPRdnki8RM;https://open.spotify.com/track/6YIggUJW3ttAAPRdnki8RM
June 13, 2024 at 04:44PM;When I Come Around;Green Day;1Dr1fXbc2IxaK1Mu8P8Khz;https://open.spotify.com/track/1Dr1fXbc2IxaK1Mu8P8Khz
June 13, 2024 at 04:48PM;Everlong;Foo Fighters;5UWwZ5lm5PKu6eKsHAGxOk;https://open.spotify.com/track/5UWwZ5lm5PKu6eKsHAGxOk
June 13, 2024 at 04:51PM;Laid;James;2CdS3DRqWR5LAhy4hM5X9W;https://open.spotify.com/track/2CdS3DRqWR5LAhy4hM5X9W
June 13, 2024 at 04:54PM;Beverly Hills;Weezer;1yKu2MhpwzDXXH2tzG6xoa;https://open.spotify.com/track/1yKu2MhpwzDXXH2tzG6xoa
June 13, 2024 at 04:57PM;Celebrity Skin;Hole;2V4Bc2I962j7acQj1N0PiQ;https://open.spotify.com/track/2V4Bc2I962j7acQj1N0PiQ
June 13, 2024 at 03:23PM;Uptown Girl;Billy Joel;5zA8vzDGqPl2AzZkEYQGKh;https://open.spotify.com/track/5zA8vzDGqPl2AzZkEYQGKh
June 13, 2024 at 05:00PM;My Favourite Game;The Cardigans;0Ui05Ov0s4PnRc4JI3Pilg;https://open.spotify.com/track/0Ui05Ov0s4PnRc4JI3Pilg
June 13, 2024 at 05:03PM;I Can't Be With You;The Cranberries;4X0YxjnkSXCeVcYOkkAsyH;https://open.spotify.com/track/4X0YxjnkSXCeVcYOkkAsyH
June 13, 2024 at 05:07PM;Lovesong - 2010 Remaster;The Cure;0X5C4WjQNubRysTkHOubz3;https://open.spotify.com/track/0X5C4WjQNubRysTkHOubz3
June 13, 2024 at 05:11PM;Feel Good Inc.;Gorillaz;0d28khcov6AiegSCpG5TuT;https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT
June 13, 2024 at 05:15PM;Starman - 2012 Remaster;David Bowie;0pQskrTITgmCMyr85tb9qq;https://open.spotify.com/track/0pQskrTITgmCMyr85tb9qq
June 13, 2024 at 05:19PM;Let It Be - Remastered 2009;The Beatles;7iN1s7xHE4ifF5povM6A48;https://open.spotify.com/track/7iN1s7xHE4ifF5povM6A48
June 13, 2024 at 05:21PM;What's My Age Again?;blink-182;4LJhJ6DQS7NwE7UKtvcM52;https://open.spotify.com/track/4LJhJ6DQS7NwE7UKtvcM52
June 13, 2024 at 05:25PM;Don't Stand So Close To Me;The Police;5veJDT0MLsLbhYsx42GXUD;https://open.spotify.com/track/5veJDT0MLsLbhYsx42GXUD
June 13, 2024 at 05:52PM;Messy;Reneé Rapp;6Aq5jj99FHObab4hcfwR4i;https://open.spotify.com/track/6Aq5jj99FHObab4hcfwR4i
June 13, 2024 at 05:55PM;The Wedding Song;Reneé Rapp;3UNTCTqSGhVaaMQvBty1q6;https://open.spotify.com/track/3UNTCTqSGhVaaMQvBty1q6
June 13, 2024 at 05:59PM;Too Slow;Maude Latour;4XUejjxBZ4UQQ2LB9h8qvJ;https://open.spotify.com/track/4XUejjxBZ4UQQ2LB9h8qvJ
June 13, 2024 at 06:03PM;I'm Back;girl in red;0tduSYti0mY7p8j5AIO4Pg;https://open.spotify.com/track/0tduSYti0mY7p8j5AIO4Pg
June 13, 2024 at 06:06PM;Red Wine Supernova;Chappell Roan;7FOgcfdz9Nx5V9lCNXdBYv;https://open.spotify.com/track/7FOgcfdz9Nx5V9lCNXdBYv
